Entry	Entry Name	Gene Names	Organism
Q640L3	CCPG1_MOUSE	Ccpg1	Mus musculus (Mouse)
Q64237	DOPO_MOUSE	Dbh	Mus musculus (Mouse)
Q64329	KLRA3_MOUSE	Klra3 Ly-49c Ly49C	Mus musculus (Mouse)
Q64685	SIAT1_MOUSE	St6gal1 Siat1	Mus musculus (Mouse)
Q64687	SIA8A_MOUSE	St8sia1 Siat8 Siat8a	Mus musculus (Mouse)
Q64689	SIA8C_MOUSE	St8sia3 Siat8c	Mus musculus (Mouse)
Q64692	SIA8D_MOUSE	St8sia4 Pst Siat8d	Mus musculus (Mouse)
Q69ZN6	GNPTA_MOUSE	Gnptab Gnpta Kiaa1208	Mus musculus (Mouse)
Q69ZN7	MYOF_MOUSE	Myof Fer1l3 Kiaa1207	Mus musculus (Mouse)
Q69ZQ1	MYORG_MOUSE	Myorg Kiaa1161 Net37	Mus musculus (Mouse)
Q6DYE8	ENPP3_MOUSE	Enpp3	Mus musculus (Mouse)
Q6IQX7	CHSS2_MOUSE	Chpf Css2 D1Bwg1363e	Mus musculus (Mouse)
Q6NXK7	DPP10_MOUSE	Dpp10	Mus musculus (Mouse)
Q6P9S7	GLT10_MOUSE	Galnt10	Mus musculus (Mouse)
Q6PB93	GALT2_MOUSE	Galnt2	Mus musculus (Mouse)
Q6PGK7	CHSTA_MOUSE	Chst10	Mus musculus (Mouse)
Q6QLQ4	CLC7A_MOUSE	Clec7a Bgr Clecsf12 Dectin1	Mus musculus (Mouse)
Q6ZQ11	CHSS1_MOUSE	Chsy1 Kiaa0990	Mus musculus (Mouse)
Q765H6	MGT5B_MOUSE	Mgat5b	Mus musculus (Mouse)
Q76K27	SIAT2_MOUSE	St6gal2 Kiaa1877	Mus musculus (Mouse)
Q7TS55	TNF18_MOUSE	Tnfsf18 Gitrl	Mus musculus (Mouse)
Q7TT15	GLT17_MOUSE	Galnt17 Wbscr17	Mus musculus (Mouse)
Q80UM7	MOGS_MOUSE	Mogs Gcs1	Mus musculus (Mouse)
Q80UW0	H6ST2_MOUSE	Hs6st2	Mus musculus (Mouse)
Q80V26	IMPA3_MOUSE	Bpnt2 Impa3 Impad1	Mus musculus (Mouse)
Q80VA0	GALT7_MOUSE	Galnt7	Mus musculus (Mouse)
Q80WV3	CHST2_MOUSE	Chst2 Gst2	Mus musculus (Mouse)
Q80X71	T106B_MOUSE	Tmem106b	Mus musculus (Mouse)
Q811B1	XYLT1_MOUSE	Xylt1	Mus musculus (Mouse)
Q812C9	AOC2_MOUSE	Aoc2	Mus musculus (Mouse)
Q812F8	MGT4B_MOUSE	Mgat4b	Mus musculus (Mouse)
Q812G0	MGT4A_MOUSE	Mgat4a	Mus musculus (Mouse)
Q8BG07	PLD4_MOUSE	Pld4	Mus musculus (Mouse)
Q8BG58	P4HTM_MOUSE	P4htm Ph4	Mus musculus (Mouse)
Q8BH52	CR3L2_MOUSE	Creb3l2 Bbf2h7	Mus musculus (Mouse)
Q8BHT6	B3GLT_MOUSE	B3glct B3galtl Gm1057	Mus musculus (Mouse)
Q8BIK6	TMPS7_MOUSE	Tmprss7	Mus musculus (Mouse)
Q8BIX9	FICD_MOUSE	Ficd D5Ertd40e	Mus musculus (Mouse)
Q8BJQ9	CGAT1_MOUSE	Csgalnact1 Chgn Galnact1	Mus musculus (Mouse)
Q8BJS4	SUN2_MOUSE	Sun2 Unc84b	Mus musculus (Mouse)
Q8BLF1	NCEH1_MOUSE	Nceh1 Aadacl1 Kiaa1363	Mus musculus (Mouse)
Q8BMF8	GLDN_MOUSE	Gldn Crgl2	Mus musculus (Mouse)
Q8BMK4	CKAP4_MOUSE	Ckap4	Mus musculus (Mouse)
Q8BNX1	CLC4G_MOUSE	Clec4g	Mus musculus (Mouse)
Q8BRK9	MA2A2_MOUSE	Man2a2 Mana2x	Mus musculus (Mouse)
Q8BRU4	CLC9A_MOUSE	Clec9a Dngr-1	Mus musculus (Mouse)
Q8BSY0	ASPH_MOUSE	Asph Bah	Mus musculus (Mouse)
Q8BW41	PMGT2_MOUSE	Pomgnt2 Ago61 Eogtl Gtdc2	Mus musculus (Mouse)
Q8BWP8	B4GA1_MOUSE	B4gat1 B3gnt1 B3gnt6	Mus musculus (Mouse)
Q8BYI6	PCAT2_MOUSE	Lpcat2 Aytl1 Aytl1a Lpcat2a	Mus musculus (Mouse)
Q8C102	GALT5_MOUSE	Galnt5	Mus musculus (Mouse)
Q8C129	LCAP_MOUSE	Lnpep	Mus musculus (Mouse)
Q8C1F4	CGAT2_MOUSE	Csgalnact2 Chgn2 Galnact2	Mus musculus (Mouse)
Q8C7U7	GALT6_MOUSE	Galnt6	Mus musculus (Mouse)
Q8CF31	FREY_MOUSE	Frey1 Frey	Mus musculus (Mouse)
Q8CF93	GLT13_MOUSE	Galnt13	Mus musculus (Mouse)
Q8CG64	FKRP_MOUSE	Fkrp	Mus musculus (Mouse)
Q8CJ91	C209B_MOUSE	Cd209b	Mus musculus (Mouse)
Q8CJC7	KLRE1_MOUSE	Klre1 NKG2I	Mus musculus (Mouse)
Q8K1B9	GLT18_MOUSE	Galnt18 Galntl4	Mus musculus (Mouse)
Q8K1T0	TMPS3_MOUSE	Tmprss3	Mus musculus (Mouse)
Q8K299	SCAR5_MOUSE	Scara5	Mus musculus (Mouse)
Q8K480	MFRP_MOUSE	Mfrp	Mus musculus (Mouse)
Q8K4Q8	COL12_MOUSE	Colec12 Clp1 Srcl	Mus musculus (Mouse)
Q8K4T1	SIA8F_MOUSE	St8sia6 Siat8f	Mus musculus (Mouse)
Q8R087	B4GT7_MOUSE	B4galt7 Xgalt1	Mus musculus (Mouse)
Q8R2Q8	BST2_MOUSE	Bst2	Mus musculus (Mouse)
Q8R2Y0	ABHD6_MOUSE	Abhd6	Mus musculus (Mouse)
Q8R3H7	HS2ST_MOUSE	Hs2st1 Hs2st	Mus musculus (Mouse)
Q8R4G6	MGT5A_MOUSE	Mgat5	Mus musculus (Mouse)
Q8R507	FKTN_MOUSE	Fktn Fcmd	Mus musculus (Mouse)
Q8VCA5	TMPS4_MOUSE	Tmprss4 Cap2	Mus musculus (Mouse)
Q8VCF1	CANT1_MOUSE	Cant1	Mus musculus (Mouse)
Q8VCS3	XYLK_MOUSE	Fam20b	Mus musculus (Mouse)
Q8VI38	GBGT1_MOUSE	Gbgt1 Fgs	Mus musculus (Mouse)
Q91V08	CLC2D_MOUSE	Clec2d Clrb Ocil	Mus musculus (Mouse)
Q91VK4	ITM2C_MOUSE	Itm2c	Mus musculus (Mouse)
Q91WV7	SLC31_MOUSE	Slc3a1 Nbat	Mus musculus (Mouse)
Q91X78	ERLN1_MOUSE	Erlin1 Keo4 Spfh1	Mus musculus (Mouse)
Q91X86	TMM98_MOUSE	Tmem98	Mus musculus (Mouse)
Q91X88	PMGT1_MOUSE	Pomgnt1	Mus musculus (Mouse)
Q91XA2	GOLM1_MOUSE	Golm1 Golph2	Mus musculus (Mouse)
Q91XE9	CR3L3_MOUSE	Creb3l3 Crebh	Mus musculus (Mouse)
Q91Y74	SIA4C_MOUSE	St3gal4 Siat4c	Mus musculus (Mouse)
Q91YY2	B4GT3_MOUSE	B4galt3	Mus musculus (Mouse)
Q91Z92	B3GT6_MOUSE	B3galt6	Mus musculus (Mouse)
Q91ZH7	ABHD3_MOUSE	Abhd3 Labh3	Mus musculus (Mouse)
Q91ZI8	IOD3_MOUSE	Dio3	Mus musculus (Mouse)
Q91ZW8	C209D_MOUSE	Cd209d	Mus musculus (Mouse)
Q91ZX1	C209A_MOUSE	Cd209a Cire	Mus musculus (Mouse)
Q920V1	B3GL1_MOUSE	B3galnt1 B3galt3 B3gt3 Mbrn1	Mus musculus (Mouse)
Q921L8	GLT11_MOUSE	Galnt11	Mus musculus (Mouse)
Q921V5	MGAT2_MOUSE	Mgat2	Mus musculus (Mouse)
Q925U4	EDEM1_MOUSE	Edem1 Edem	Mus musculus (Mouse)
Q99J47	DRS7B_MOUSE	Dhrs7b Sdr32c1	Mus musculus (Mouse)
Q99J85	NPTXR_MOUSE	Nptxr Npr	Mus musculus (Mouse)
Q99J93	IFM2_MOUSE	Ifitm2	Mus musculus (Mouse)
Q99JB4	KRBBB_MOUSE	Klrb1b Klrb1d Ly55d Nkrp1b Nkrp1d	Mus musculus (Mouse)
Q99PG0	AAAD_MOUSE	Aadac Aada	Mus musculus (Mouse)
Q9CQW9	IFM3_MOUSE	Ifitm3	Mus musculus (Mouse)
Q9CW42	MARC1_MOUSE	Mtarc1 Marc1 Mosc1	Mus musculus (Mouse)
Q9CW73	B3GA1_MOUSE	B3gat1	Mus musculus (Mouse)
Q9CZR2	NALD2_MOUSE	Naalad2	Mus musculus (Mouse)
Q9D2A5	CR3L4_MOUSE	Creb3l4 Atce1 Jal Tisp40	Mus musculus (Mouse)
Q9D2N8	GLT15_MOUSE	Galnt15 Galntl2	Mus musculus (Mouse)
Q9D4M9	GLTL5_MOUSE	Galntl5 Galnt15	Mus musculus (Mouse)
Q9D4R2	MGT4D_MOUSE	Mgat4d	Mus musculus (Mouse)
Q9D666	SUN1_MOUSE	Sun1 Unc84a	Mus musculus (Mouse)
Q9D9X8	SACA3_MOUSE	Spaca3 Lyc3 Lyzl3 Sllp1	Mus musculus (Mouse)
